date,EX5.MELT_TEMP,EX4.MELT_TEMP,EX3.MELT_TEMP,EX2.MELT_TEMP,EX1.Z1_PV,EX1.Z2_PV,EX1.Z3_PV,EX1.Z4_PV,EX1.A1_PV,EX1.A2_PV,EX1.H1_PV,EX1.H2_PV,EX1.H3_PV,EX1.H4_PV,EX1.H2O_PV,EX1.MELT_P_PV,EX1.MD_PV,EX1.MD_TQ,passorfail
2020 10 30 06:35:44,297,222,251,267,210,219,229,239,240,240,239,239,240,38,37,3.6313,71.2215,72,0
2020 10 30 06:35:49,297,222,251,267,209,219,230,239,240,240,239,239,240,38,37,3.6313,71.1977,72,0
2020 10 30 06:35:54,297,222,251,267,210,219,230,239,240,240,239,239,240,38,37,3.6313,71.1858,72,0
2020 10 30 06:35:59,297,222,251,267,209,219,230,239,240,240,239,239,240,38,37,3.675,71.1977,72,0
2020 10 30 06:36:04,297,222,251,267,209,219,229,239,240,240,239,239,240,38,37,3.675,71.1977,72,0
2020 10 30 06:36:09,297,222,251,267,209,219,230,239,240,240,239,239,239,38,37,3.675,71.1977,72,0
2020 10 30 06:36:14,297,222,251,267,209,219,230,240,240,240,239,239,239,38,37,3.675,71.1977,72,0
2020 10 30 06:36:19,297,222,251,267,210,219,229,239,240,240,239,239,239,38,37,3.675,71.2215,72,0
2020 10 30 06:36:24,297,222,250,267,210,219,230,239,240,240,239,240,240,38,37,3.6313,71.2096,72,0
2020 10 30 06:36:29,297,222,250,267,210,219,230,240,240,240,239,239,240,38,38,3.6313,71.1977,72,0
2020 10 30 06:36:34,297,222,250,267,210,219,229,240,240,240,239,239,239,38,37,3.6313,71.2096,72,0
2020 10 30 06:36:39,297,222,250,267,210,219,230,239,240,240,239,239,239,38,37,3.6313,71.1858,72,0
2020 10 30 06:36:44,297,222,250,267,210,219,230,240,240,240,239,239,239,38,37,3.6313,71.1858,72,0
2020 10 30 06:36:49,297,222,250,267,210,219,229,240,240,240,239,239,239,38,38,3.6313,71.1858,72,0
2020 10 30 06:36:54,297,222,250,267,210,219,230,239,240,240,239,240,239,38,37,3.6313,71.2215,72,0
2020 10 30 06:36:59,297,222,250,267,210,219,230,240,239,240,239,239,239,38,37,3.6313,71.1977,72,0
2020 10 30 06:37:04,297,222,250,267,210,219,229,240,240,240,239,239,239,38,38,3.6313,71.2215,72,0
2020 10 30 06:37:09,297,222,250,267,210,219,230,240,240,240,239,240,239,38,38,3.6313,71.2096,72,0
2020 10 30 06:37:14,297,222,250,267,210,219,230,240,240,240,239,240,239,38,37,3.6313,71.1977,72,0
2020 10 30 06:37:19,297,222,250,267,210,219,230,240,240,240,239,239,239,38,37,3.5875,71.1977,72,0
2020 10 30 06:37:24,297,222,250,267,210,219,230,240,240,240,239,239,239,38,37,3.5875,71.1858,72,0
2020 10 30 06:37:29,297,222,250,267,210,220,230,240,240,240,239,239,239,38,37,3.6313,71.1977,72,0
2020 10 30 06:37:34,297,222,250,267,210,220,230,240,240,240,239,240,239,38,37,3.5875,71.1977,72,0
2020 10 30 06:37:39,297,222,250,267,210,220,230,240,240,240,239,240,239,38,37,3.5875,71.2215,72,0
2020 10 30 06:37:44,297,222,250,267,210,220,230,240,240,240,239,240,239,38,37,3.6313,71.2096,72,0
2020 10 30 06:37:49,297,222,250,267,210,220,230,240,240,240,239,239,239,38,37,3.5875,71.1858,72,0
2020 10 30 06:37:54,297,222,250,267,210,220,230,240,240,240,239,240,240,38,37,3.5875,71.1977,72,0
2020 10 30 06:37:59,297,222,250,267,210,220,230,240,240,240,239,240,240,38,37,3.5875,71.1977,72,0
2020 10 30 06:38:04,297,222,250,267,210,220,230,240,240,240,239,240,240,38,37,3.5875,71.2215,72,0
2020 10 30 06:38:09,297,222,250,267,210,220,230,240,240,240,239,240,239,38,37,3.5875,71.2215,72,0
2020 10 30 06:38:14,297,222,250,267,210,220,230,240,240,239,239,240,239,38,37,3.5875,71.1977,72,0
2020 10 30 06:38:19,297,222,250,267,210,220,230,240,240,239,239,240,239,38,37,3.5875,71.2096,72,0
2020 10 30 06:38:24,297,222,250,267,210,220,229,240,240,239,239,239,239,38,37,3.5875,71.1739,72,0
2020 10 30 06:38:29,297,222,250,267,210,220,229,240,240,239,240,240,239,38,37,3.5438,71.1977,72,0
2020 10 30 06:38:34,297,222,250,267,210,220,229,240,240,239,239,240,239,38,37,3.5438,71.1739,72,0
2020 10 30 06:38:39,297,222,250,267,210,220,229,240,240,239,239,240,239,38,37,3.5438,71.1858,72,0
2020 10 30 06:38:44,297,222,250,267,209,220,230,240,239,239,239,239,239,38,37,3.5438,71.2096,72,0
2020 10 30 06:38:49,297,222,250,267,210,220,230,240,240,239,239,240,240,38,38,3.5875,71.2215,72,0
2020 10 30 06:38:54,297,222,250,267,210,220,229,239,240,239,239,240,240,38,37,3.5875,71.2096,72,0
2020 10 30 06:38:59,297,222,250,267,210,220,229,240,239,239,239,240,240,38,37,3.5875,71.1977,72,0
2020 10 30 06:39:04,297,222,250,267,209,220,229,239,239,239,239,239,240,38,37,3.5875,71.1858,72,0
2020 10 30 06:39:09,297,222,250,267,210,220,229,240,239,239,239,240,240,38,37,3.6313,71.1977,72,0
2020 10 30 06:39:14,297,222,250,267,210,220,230,239,239,239,239,240,240,38,38,3.6313,71.1977,72,0
2020 10 30 06:39:19,297,222,250,267,209,220,230,240,240,239,239,240,240,38,38,3.6313,71.2096,72,0
2020 10 30 06:39:24,297,222,250,267,210,220,230,239,240,239,239,240,240,38,37,3.6313,71.1977,72,0
2020 10 30 06:39:29,297,222,250,267,210,220,230,239,239,239,239,240,240,38,37,3.6313,71.1858,72,0
2020 10 30 06:39:34,297,222,250,267,210,220,230,240,240,239,239,240,240,38,37,1.75,71.1977,72,0
2020 10 30 06:39:39,297,222,250,267,209,220,230,240,240,239,239,240,240,38,37,0,71.1977,72,0
2020 10 30 06:39:44,297,222,250,267,209,219,230,239,239,239,240,240,240,38,37,0,71.1858,72,0
2020 10 30 06:39:49,297,222,250,267,210,220,230,239,239,239,240,240,239,38,37,0,71.2096,72,0
2020 10 30 06:39:54,297,222,250,267,209,219,230,239,239,239,240,240,239,38,37,0,71.1858,72,0
2020 10 30 06:39:59,297,222,250,267,209,219,230,240,239,239,240,240,240,38,37,0,71.162,72,0
2020 10 30 06:40:04,297,222,250,267,210,219,229,239,240,239,240,240,240,38,37,0,71.1858,72,0
2020 10 30 06:40:09,297,222,250,267,210,220,229,240,240,239,240,240,240,38,37,0,71.2096,72,0
2020 10 30 06:40:14,297,222,250,267,210,219,229,240,239,239,240,240,239,38,37,0,71.1858,72,0
2020 10 30 06:40:19,297,222,250,267,210,220,229,240,239,239,240,240,239,38,37,0,71.2096,72,0
2020 10 30 06:40:24,297,222,250,267,210,219,230,240,239,239,240,240,239,38,37,0,71.1977,72,0
2020 10 30 06:40:29,297,222,250,267,210,219,230,239,239,239,240,240,239,38,37,0,71.1858,72,0
2020 10 30 06:40:34,297,222,250,267,210,220,230,240,239,239,240,240,239,38,37,0,71.1977,72,0
2020 10 30 06:40:39,297,222,250,267,210,220,229,240,239,239,240,240,239,38,37,0,71.1977,72,0
2020 10 30 06:40:44,297,222,250,267,210,219,229,240,239,239,240,240,239,38,37,0,71.1858,72,0
2020 10 30 06:40:49,297,222,250,267,210,219,229,239,239,239,240,240,239,38,37,0,71.1977,72,0
2020 10 30 06:40:54,297,222,250,267,210,220,229,240,239,239,240,240,239,38,37,0,71.162,72,0
2020 10 30 06:40:59,297,222,250,267,210,220,230,240,239,239,240,240,239,38,37,0,71.2215,72,0
2020 10 30 06:41:04,297,222,250,267,210,220,230,240,239,239,240,240,239,38,37,0,71.1977,72,0
2020 10 30 06:41:09,297,222,250,267,209,220,230,240,239,239,240,240,239,38,37,0,71.2215,72,0
2020 10 30 06:41:14,297,222,250,267,209,220,230,240,239,239,240,240,239,38,37,0,71.1977,72,0
2020 10 30 06:41:19,297,222,250,267,210,220,230,240,239,239,240,240,239,38,37,0,71.1739,72,0
2020 10 30 06:41:24,297,222,250,267,209,220,230,240,239,240,240,240,239,38,37,0,71.1977,72,0
2020 10 30 06:41:29,297,222,250,267,209,220,230,240,239,240,240,240,239,38,37,0,71.1977,72,0
2020 10 30 06:41:34,297,222,250,267,209,220,230,240,239,240,240,240,239,38,37,0,71.1858,72,0
2020 10 30 06:41:39,297,222,250,267,209,220,230,240,239,240,240,240,239,38,37,0,71.162,72,0
2020 10 30 06:41:44,297,222,250,267,209,220,230,240,239,240,240,240,239,38,37,0,71.1977,72,0
2020 10 30 06:41:49,297,222,250,267,209,220,230,240,239,240,240,240,240,38,37,0,71.2096,72,0
2020 10 30 06:41:54,297,222,250,267,209,220,230,240,239,240,240,240,240,38,37,0,71.1739,72,0
2020 10 30 06:41:59,297,222,250,267,209,220,230,240,239,240,240,240,240,38,37,0,71.2096,72,0
2020 10 30 06:42:04,297,222,250,267,210,220,230,240,239,240,240,240,240,38,37,0,71.2096,72,0
2020 10 30 06:42:09,297,222,250,267,209,220,230,240,239,240,240,240,240,38,37,0,71.2096,72,0
2020 10 30 06:42:14,297,222,250,267,209,220,230,240,239,240,240,240,240,38,37,0,71.1977,72,0
2020 10 30 06:42:19,297,222,250,267,209,220,230,240,239,240,240,240,239,38,37,0,71.1739,72,0
2020 10 30 06:42:24,297,222,250,267,209,220,230,240,239,240,240,240,239,38,37,0,71.2096,72,0
2020 10 30 06:42:29,297,222,250,267,209,220,230,240,239,240,240,240,240,38,37,0,71.2215,72,0
2020 10 30 06:42:34,297,222,250,267,209,220,230,240,239,240,240,240,240,38,37,0,71.2096,72,0
2020 10 30 06:42:39,297,222,250,267,209,220,230,240,239,240,240,240,240,38,37,0,71.2215,72,0
2020 10 30 06:42:44,297,222,250,267,209,220,229,240,239,240,240,240,239,38,37,0,71.1858,72,0
2020 10 30 06:42:49,297,222,250,267,209,220,230,240,239,240,240,240,240,38,37,0,71.1858,72,0
2020 10 30 06:42:54,298,222,250,267,209,220,230,240,239,240,240,240,240,38,37,0,71.1977,72,0
2020 10 30 06:42:59,298,222,250,267,209,220,230,240,239,240,240,240,239,38,37,0,71.1977,72,0
2020 10 30 06:43:04,298,222,250,267,209,220,229,240,240,240,240,240,239,38,37,0,71.2096,72,0
2020 10 30 06:43:09,298,222,250,267,209,220,230,240,239,240,240,240,240,38,37,0,71.1739,72,0
2020 10 30 06:43:14,298,222,250,267,209,220,230,240,240,240,240,240,240,38,37,0,71.1977,72,0
2020 10 30 06:43:19,298,222,250,267,209,220,230,240,240,240,240,240,240,38,37,0,71.2096,72,0
2020 10 30 06:43:24,298,222,250,267,209,220,230,240,240,240,240,240,240,38,37,0,71.2096,72,0
2020 10 30 06:43:29,298,222,250,267,209,220,230,240,240,240,240,240,240,39,37,0,71.1977,72,0
2020 10 30 06:43:34,298,222,250,267,209,220,230,240,240,240,240,240,240,39,37,0,71.1977,72,0
2020 10 30 06:43:39,298,222,250,267,209,220,230,240,240,240,240,240,240,39,37,0,71.1739,72,0
2020 10 30 06:43:44,298,222,250,267,209,220,230,240,240,240,240,240,240,39,37,0,71.1977,72,0
2020 10 30 06:43:49,298,222,250,267,209,220,230,240,240,240,240,240,240,39,37,0,71.2096,72,0
2020 10 30 06:43:54,298,222,250,267,209,220,230,240,240,240,240,240,240,39,37,0,71.2096,72,0
2020 10 30 06:43:59,298,222,250,267,209,220,230,240,240,240,240,240,240,39,37,0,71.1977,72,0
2020 10 30 06:44:04,297,222,250,267,209,220,230,240,240,240,240,240,240,39,37,0,71.2215,72,0
2020 10 30 06:44:09,298,222,250,267,209,220,230,240,240,240,240,240,240,38,37,0,71.1977,72,0
2020 10 30 06:44:14,297,222,250,267,209,220,230,240,240,240,240,240,240,39,37,0,71.2215,72,0
2020 10 30 06:44:19,297,222,250,267,209,220,230,240,240,240,240,240,240,39,38,0,71.2096,72,0
2020 10 30 06:44:24,297,222,250,267,209,220,230,240,240,240,240,240,240,39,37,0,71.2096,72,0
2020 10 30 06:44:29,297,222,250,267,209,220,230,240,240,240,240,240,240,39,37,0,71.1858,72,0
2020 10 30 06:44:34,297,222,250,267,209,220,230,240,240,240,240,240,240,39,37,0,71.1858,72,0
2020 10 30 06:44:39,297,222,250,267,209,220,230,240,240,240,240,240,240,39,37,0,71.2215,72,0
2020 10 30 06:44:44,297,222,250,267,209,220,230,240,240,240,240,240,240,39,37,0,71.2096,72,0
2020 10 30 06:44:49,297,222,250,267,209,220,230,240,240,240,240,240,240,39,37,0,71.2215,72,0
2020 10 30 06:44:54,297,222,250,267,209,220,230,240,240,240,240,240,240,39,37,0,71.1858,72,0
2020 10 30 06:44:59,297,222,250,267,209,220,230,240,240,240,240,240,240,39,37,0,71.2096,72,0
2020 10 30 06:45:04,297,222,250,267,209,220,230,240,240,239,240,240,240,39,37,0,71.1858,72,0
2020 10 30 06:45:09,297,222,250,267,209,220,230,240,240,239,240,240,240,39,38,0,71.2096,72,0
2020 10 30 06:45:14,297,222,250,267,209,220,230,240,239,239,240,240,240,39,37,0,71.2096,72,0
2020 10 30 06:45:19,297,222,250,267,209,220,230,240,239,239,240,240,240,39,38,0,71.2215,72,0
2020 10 30 06:45:24,297,222,250,267,209,220,230,240,239,239,240,240,240,39,37,0,71.2096,72,0
2020 10 30 06:45:29,297,222,250,267,209,220,230,240,239,239,240,240,240,39,38,0,71.1858,72,0
2020 10 30 06:45:34,297,222,250,267,209,220,230,240,239,239,240,240,240,39,38,0,71.1977,72,0
2020 10 30 06:45:39,297,222,250,267,209,220,230,240,239,239,240,240,240,39,37,0,71.2096,72,0
2020 10 30 06:45:44,297,222,250,267,209,220,230,240,239,239,240,240,240,39,38,0,71.2096,72,0
2020 10 30 06:45:49,298,222,250,267,209,220,230,240,239,239,240,240,240,39,38,0,71.2096,72,0
2020 10 30 06:45:54,298,222,250,267,209,220,230,240,239,239,240,240,240,39,38,0,71.1858,72,0
2020 10 30 06:45:59,298,222,250,267,209,220,230,240,239,239,240,240,240,39,38,0,71.1858,72,0
2020 10 30 06:46:04,298,222,250,267,209,220,230,240,239,239,240,240,240,39,37,0,71.2096,72,0
2020 10 30 06:46:09,298,222,250,267,209,220,229,240,239,239,240,240,240,39,37,0,71.1977,72,0
2020 10 30 06:46:14,298,222,250,267,209,220,230,240,239,239,240,240,240,39,37,0,71.1977,72,0
2020 10 30 06:46:19,298,222,250,267,209,220,230,240,239,239,240,240,240,39,37,0,71.1382,72,0
2020 10 30 06:46:24,298,222,250,267,210,220,230,240,239,239,239,240,240,39,37,0,71.2096,72,0
2020 10 30 06:46:29,298,222,250,267,209,220,230,240,239,239,240,240,240,39,37,0,71.2096,72,0
2020 10 30 06:46:34,298,222,250,267,210,220,230,240,239,239,240,240,240,39,37,0,71.2096,72,0
2020 10 30 06:46:39,298,222,250,267,210,220,230,240,239,239,240,240,240,39,37,0,71.1977,72,0
2020 10 30 06:46:44,298,222,250,267,210,220,229,240,239,239,239,240,240,39,37,0,71.1977,72,0
2020 10 30 06:46:49,298,222,250,267,210,220,229,239,239,239,239,240,240,38,37,0,71.2096,72,0
2020 10 30 06:46:54,298,222,250,267,209,220,230,240,239,239,239,240,240,39,37,0,71.1739,72,0
2020 10 30 06:46:59,298,222,250,267,209,220,230,240,239,239,239,240,240,38,37,0,71.1977,72,0
2020 10 30 06:47:04,298,222,250,267,210,220,229,239,239,239,239,240,240,39,37,0,71.1977,72,0
2020 10 30 06:47:09,298,222,250,267,210,220,230,240,239,239,240,240,240,39,37,0,71.1977,72,0
2020 10 30 06:47:14,298,222,250,267,210,220,230,240,240,239,240,240,240,39,37,0,71.2215,72,0
2020 10 30 06:47:19,298,222,250,267,210,220,230,240,240,239,240,240,240,39,37,0,71.1977,72,0
2020 10 30 06:47:24,298,222,250,267,210,220,230,240,240,239,240,240,240,39,37,0,71.2096,72,0
2020 10 30 06:47:29,298,222,250,267,210,220,230,240,240,239,240,240,240,39,38,0,71.1977,72,0
2020 10 30 06:47:34,298,222,250,267,210,220,230,240,240,239,240,240,240,39,38,0,71.2096,72,0
2020 10 30 06:47:39,298,222,250,267,210,220,230,240,240,239,240,240,240,39,37,0,71.2096,72,0
2020 10 30 06:47:44,298,222,250,267,210,220,230,240,240,239,240,240,240,39,37,0,71.2096,72,0
2020 10 30 06:47:49,298,222,250,267,210,220,230,240,240,239,240,240,240,39,38,0,71.2215,72,0
2020 10 30 06:47:54,298,222,250,267,210,220,230,240,240,239,240,240,240,39,38,0,71.2096,72,0
2020 10 30 06:47:59,298,222,250,267,210,219,230,240,240,240,240,240,240,39,38,0,71.2096,72,0
2020 10 30 06:48:04,298,222,250,267,210,220,230,240,240,239,240,240,240,39,38,0,71.1858,72,0
2020 10 30 06:48:09,298,222,250,267,210,219,230,239,240,239,240,240,240,39,38,0,71.2215,72,0
2020 10 30 06:48:14,298,222,250,267,210,219,230,240,240,240,240,240,240,39,38,0,71.2215,72,0
2020 10 30 06:48:19,298,222,250,267,210,220,230,240,240,240,240,240,240,39,38,0,71.2215,72,0
2020 10 30 06:48:24,298,222,250,267,210,220,230,239,240,240,240,240,240,39,38,0,71.1739,72,0
2020 10 30 06:48:29,298,222,250,267,210,220,230,240,240,240,240,240,240,39,38,0,71.2096,72,0
2020 10 30 06:48:34,298,222,250,267,210,219,230,240,240,240,240,240,240,39,38,0,71.2215,72,0
2020 10 30 06:48:39,298,222,250,267,210,220,230,240,240,240,240,240,240,39,38,0,71.2215,72,0
2020 10 30 06:48:44,298,222,250,267,210,220,230,240,240,240,240,240,240,39,38,0,71.1977,72,0
2020 10 30 06:48:49,298,222,250,267,210,220,230,240,240,240,240,240,240,39,38,0,71.1977,72,0
2020 10 30 06:48:54,298,222,250,267,210,220,230,240,240,240,240,240,240,39,38,0,71.2096,72,0
2020 10 30 06:48:59,298,222,250,267,210,220,230,239,240,240,240,240,240,39,38,0,71.1858,72,0
2020 10 30 06:49:04,298,222,250,267,210,220,229,240,240,240,240,240,240,39,38,0,71.2215,72,0
2020 10 30 06:49:09,298,222,250,267,210,220,230,239,240,240,240,240,240,39,38,0,71.2096,72,0
2020 10 30 06:49:14,298,222,250,267,209,220,230,239,240,239,240,240,240,39,38,0,71.2096,72,0
2020 10 30 06:49:19,298,222,250,267,210,220,230,240,240,239,240,240,240,39,37,0,71.2096,72,0
2020 10 30 06:49:24,298,222,250,267,210,220,230,240,240,239,240,240,240,39,37,0,71.1858,72,0
2020 10 30 06:49:29,298,222,250,267,210,220,230,239,240,239,240,240,240,39,38,0,71.1977,72,0
2020 10 30 06:49:34,298,222,250,267,210,220,230,239,240,240,240,240,240,39,38,0,71.1977,72,0
2020 10 30 06:49:39,298,222,251,267,210,220,230,239,240,239,240,240,240,39,37,0,71.2096,72,0
2020 10 30 06:49:44,298,222,250,267,210,219,230,239,240,240,240,240,240,39,37,0,71.1858,72,0
2020 10 30 06:49:49,297,222,251,267,210,220,230,240,240,240,240,240,240,39,37,0,71.1858,72,0
2020 10 30 06:49:54,298,222,250,267,210,220,230,240,240,240,240,240,240,39,38,0,71.1977,72,0
2020 10 30 06:49:59,298,222,250,267,210,220,230,240,240,240,240,240,240,39,38,0,71.1977,72,0
2020 10 30 06:50:04,298,222,250,267,210,220,230,240,240,240,240,240,240,39,38,0,71.1858,72,0
2020 10 30 06:50:09,298,222,250,267,210,220,230,240,240,240,240,240,240,39,38,0,71.2215,72,0
2020 10 30 06:50:14,298,222,250,267,210,220,230,240,240,240,240,240,240,39,38,0,71.2096,72,0
2020 10 30 06:50:19,298,222,250,267,210,219,230,240,240,240,240,240,240,39,38,0,71.1977,72,0
2020 10 30 06:50:24,298,222,250,267,210,219,230,240,240,240,240,240,240,39,38,0,71.2215,72,0
2020 10 30 06:50:29,298,222,250,267,210,219,230,240,240,240,240,240,240,39,38,0,71.2096,72,0
2020 10 30 06:50:34,297,222,250,267,210,219,230,240,240,240,240,240,240,39,38,0,71.1858,72,0
2020 10 30 06:50:39,298,222,250,267,210,219,230,240,240,240,240,240,240,39,38,0,71.1739,72,0
2020 10 30 06:50:44,298,222,250,267,210,219,230,239,240,240,240,240,240,39,38,0,71.2215,72,0
2020 10 30 06:50:49,298,222,250,267,210,219,230,239,240,240,240,240,240,39,38,0,71.1977,72,0
2020 10 30 06:50:54,298,222,250,267,210,219,230,239,240,240,240,240,240,39,38,0,71.1977,72,0
2020 10 30 06:50:59,298,222,250,267,210,219,229,239,240,240,240,240,240,39,38,0,71.1858,72,0
2020 10 30 06:51:04,298,222,250,267,210,219,229,239,240,240,240,240,240,39,38,0,71.2096,72,0
2020 10 30 06:51:09,298,222,250,267,210,219,229,239,240,240,240,240,240,39,38,0,71.1977,72,0
2020 10 30 06:51:14,298,222,250,267,210,219,230,239,240,240,240,240,240,39,38,0,71.2215,72,0
2020 10 30 06:51:19,298,222,250,267,210,219,229,239,240,240,240,240,240,39,38,0,71.2096,72,0
2020 10 30 06:51:24,297,222,250,267,210,219,229,239,240,240,240,240,240,39,38,0,71.2096,72,0
2020 10 30 06:51:29,297,222,250,267,209,219,229,239,240,240,240,240,240,39,38,0,71.1977,72,0
2020 10 30 06:51:34,297,222,250,267,209,219,229,239,240,240,240,240,240,39,38,0,71.1858,72,0
2020 10 30 06:51:39,297,222,250,267,209,219,229,239,240,240,240,240,240,39,37,0,71.2096,72,0
2020 10 30 06:51:44,297,222,250,267,209,219,230,239,240,240,240,240,240,39,37,0,71.2096,72,0
2020 10 30 06:51:49,297,222,250,267,209,219,229,239,240,240,240,240,240,39,37,0,71.2096,72,0
2020 10 30 06:51:54,297,222,250,267,209,219,229,239,240,240,240,240,240,39,37,0,71.2215,72,0
2020 10 30 06:51:59,297,222,250,267,209,219,229,240,240,240,240,240,240,39,38,0,71.1858,72,0
2020 10 30 06:52:04,297,222,250,267,209,219,229,239,240,240,240,240,240,39,37,0,71.1977,72,0
2020 10 30 06:52:09,297,222,250,267,209,219,230,240,240,240,240,240,240,39,37,0,71.2096,72,0
2020 10 30 06:52:14,297,222,250,267,209,219,229,240,240,240,240,240,240,39,37,0,71.2096,72,0
2020 10 30 06:52:19,297,222,250,267,209,219,229,240,240,240,240,240,240,39,38,0,71.2096,72,0
2020 10 30 06:52:24,297,222,250,267,209,219,230,240,240,240,240,240,240,39,38,0,71.2096,72,0
2020 10 30 06:52:29,297,222,250,267,209,219,230,240,240,240,240,240,240,39,38,0,71.1977,72,0
2020 10 30 06:52:34,297,222,250,267,209,220,230,240,240,240,240,240,240,39,37,0,71.1977,72,0
2020 10 30 06:52:39,297,222,250,267,209,220,230,240,240,240,240,240,240,39,38,0,71.2096,72,0
2020 10 30 06:52:44,297,222,250,267,209,220,230,240,239,240,240,240,240,39,37,0,71.2215,72,0
2020 10 30 06:52:49,297,222,250,267,209,220,230,240,240,240,240,240,240,39,38,0,71.1858,72,0
2020 10 30 06:52:54,297,222,250,267,209,220,229,240,240,240,240,240,240,39,37,0,71.2215,72,0
2020 10 30 06:52:59,297,222,250,267,209,220,229,240,239,240,240,240,240,39,38,0,71.1977,72,0
2020 10 30 06:53:04,297,222,250,267,209,220,230,240,239,240,240,240,240,39,38,0,71.1858,72,0
2020 10 30 06:53:09,297,222,250,267,209,220,230,240,239,240,240,240,240,39,38,0,71.1739,72,0
2020 10 30 06:53:14,297,222,250,267,209,220,230,239,239,239,240,240,240,39,37,0,71.1858,72,0
2020 10 30 06:53:19,297,222,250,267,209,220,230,239,239,239,240,240,240,39,37,0,71.2096,72,0
2020 10 30 06:53:24,297,222,250,267,209,220,230,239,239,239,240,240,240,39,37,0,71.2096,72,0
2020 10 30 06:53:29,297,222,250,267,209,220,230,239,239,239,240,240,240,39,37,0,71.2096,72,0
2020 10 30 06:53:34,297,222,250,267,209,220,230,239,239,239,240,240,240,39,37,0,71.1977,72,0
2020 10 30 06:53:39,297,222,250,267,209,220,230,239,239,239,240,240,239,39,37,0,71.2096,72,0
2020 10 30 06:53:44,297,222,250,267,209,220,230,239,239,239,240,240,239,39,37,0,71.1977,72,0
2020 10 30 06:53:49,297,222,250,267,210,220,230,239,239,239,240,240,239,39,37,0,71.1858,72,0
2020 10 30 06:53:54,297,222,250,267,210,220,230,239,239,239,240,240,239,39,37,0,71.1739,72,0
2020 10 30 06:53:59,297,222,250,267,210,220,230,239,239,239,240,240,239,39,37,0,71.2215,72,0
2020 10 30 06:54:04,297,222,250,267,210,219,230,239,239,239,240,240,239,39,37,0,71.1739,72,0
2020 10 30 06:54:09,297,222,250,267,210,219,230,239,239,239,240,240,239,38,37,0,71.1739,72,0
2020 10 30 06:54:14,297,222,250,267,210,219,230,239,239,239,240,240,239,39,38,0,71.2096,72,0
2020 10 30 06:54:19,297,222,250,267,210,219,230,239,239,239,240,240,239,38,37,0,71.2096,72,0
2020 10 30 06:54:24,297,222,250,267,210,219,230,239,240,239,240,240,239,39,37,0,71.2096,72,0
2020 10 30 06:54:29,297,222,250,267,210,219,230,239,240,239,240,240,240,38,38,3.675,71.2096,72,0
2020 10 30 06:54:34,297,222,250,267,210,219,230,239,240,239,240,240,240,39,37,0,71.2096,72,0
2020 10 30 06:54:39,297,222,250,267,209,219,230,239,240,239,240,240,240,39,38,0,71.1977,72,0
2020 10 30 06:54:44,297,222,250,267,209,219,229,239,240,239,240,240,240,39,38,0,71.1977,72,0
2020 10 30 06:54:49,297,222,250,267,209,219,230,239,239,239,240,240,240,39,38,0,71.2096,72,0
2020 10 30 06:54:54,297,222,250,267,209,219,229,239,240,239,240,240,240,39,37,0,71.2096,72,0
2020 10 30 06:54:59,297,222,250,267,210,219,229,239,239,239,240,240,239,39,37,0,71.1858,72,0
2020 10 30 06:55:04,297,222,250,267,210,219,229,239,239,239,240,240,240,39,38,0,71.2096,72,0
2020 10 30 06:55:09,297,222,251,267,209,219,229,239,239,239,240,240,239,39,38,0,71.1977,72,0
2020 10 30 06:55:14,297,222,250,267,209,219,229,239,239,239,240,240,240,39,38,0,71.1977,72,0
2020 10 30 06:55:19,297,222,251,267,209,219,229,239,239,239,240,240,239,39,38,0,71.2215,72,0
2020 10 30 06:55:24,297,222,251,267,209,219,230,239,239,239,240,240,239,38,38,0,71.1977,72,0
2020 10 30 06:55:29,297,222,251,267,210,219,229,239,239,239,240,240,240,39,37,0,71.1858,72,0
2020 10 30 06:55:34,297,222,251,267,210,219,229,239,239,239,240,240,240,38,37,0,71.2215,72,0
2020 10 30 06:55:39,297,222,251,267,209,219,229,239,239,239,240,240,240,39,38,0,71.162,72,0
2020 10 30 06:55:44,297,222,251,267,209,219,229,239,239,239,240,240,240,39,37,0,71.1739,72,0
2020 10 30 06:55:49,297,222,251,267,209,219,229,239,239,239,240,240,240,39,37,0,71.2096,72,0
2020 10 30 06:55:54,297,222,251,267,209,219,229,239,239,239,240,240,239,38,38,0,71.1858,72,0
2020 10 30 06:55:59,297,222,251,267,209,219,229,239,239,239,240,240,239,38,37,0,71.1858,72,0
2020 10 30 06:56:04,297,222,251,267,209,219,229,239,239,239,240,240,239,38,38,0,71.1977,72,0
2020 10 30 06:56:09,297,222,251,267,209,219,229,239,239,239,240,240,239,38,37,0,71.1977,72,0
2020 10 30 06:56:14,297,222,251,267,209,219,229,239,239,239,240,240,239,38,37,0,71.1977,72,0
2020 10 30 06:56:19,297,222,251,267,209,219,229,239,239,239,240,240,239,38,38,0,71.2215,72,0
2020 10 30 06:56:24,297,222,251,267,209,219,229,239,239,239,240,240,240,38,38,0,71.1858,72,0
2020 10 30 06:56:29,297,222,251,267,209,219,229,239,239,239,240,240,240,38,37,0,71.1977,72,0
2020 10 30 06:56:34,297,222,251,267,209,219,229,239,239,239,240,240,240,39,38,0,71.2096,72,0
2020 10 30 06:56:39,297,222,251,267,209,219,229,239,239,239,240,240,240,38,37,0,71.1858,72,0
